831	1	622
775	2	641
48	2	539
686	2	854
753	2	301
246	1	885
532	2	523
626	1	520
525	2	116
785	2	163
279	4	282
236	2	820
877	2	288
654	2	641
265	2	836
4	4	26
683	0	680
565	2	740
772	2	844
160	2	612
517	2	477
60	4	921
763	2	787
50	1	8
282	0	279
578	0	301
93	1	544
376	2	706
18	3	718
653	2	340
788	1	424
646	2	425
392	1	196
518	4	348
348	0	377
483	0	841
110	4	130
394	2	43
554	4	553
243	2	409
767	1	431
574	2	820
60	0	22
507	1	859
647	1	79
839	2	353
22	3	114
18	1	926
188	2	705
343	0	4
51	1	279
223	2	49
25	2	841
827	4	634
203	4	468
21	4	62
498	4	203
6	1	552
835	2	861
415	2	769
67	2	475
77	4	686
315	1	570
249	1	286
886	4	592
12	2	524
787	0	468
60	1	863
6	0	505
312	2	542
107	4	250
300	2	441
555	0	785
730	2	420
41	0	84
386	2	212
329	2	264
519	2	442
555	4	787
367	0	368
291	4	468
241	4	6
736	2	92
18	0	237
4	4	389
653	2	353
761	2	173
931	2	422
424	2	667
304	1	758
58	3	348
498	4	468
38	0	557
488	2	54
689	2	713
330	0	332
58	4	729
290	1	355
211	0	51
527	1	591
760	2	47
555	1	653
579	2	711
476	2	40
118	2	654
89	3	4
88	1	413
354	0	203
91	0	89
555	2	834
483	2	256
135	3	269
407	2	427
315	3	210
178	2	76
667	2	597
745	3	79
268	1	224
246	4	353
676	2	350
886	1	495
685	2	92
354	3	29
455	2	437
451	1	591
592	0	874
136	0	357
828	2	512
97	2	521
592	1	204
410	2	235
257	1	451
731	2	221
380	1	548
702	2	391
429	0	434
357	1	200
867	4	60
574	2	854
424	2	587
60	1	534
490	2	190
842	0	302
855	2	164
691	2	578
450	2	470
932	2	189
6	1	752
61	2	467
469	0	651
54	2	435
116	4	638
119	4	325
8	3	73
796	2	111
591	4	617
175	2	720
255	4	935
134	1	638
105	2	732
633	4	84
290	0	110
541	1	420
377	3	102
787	2	676
56	2	587
596	2	801
386	2	572
79	4	746
193	4	192
429	4	419
348	3	12
462	2	915
394	2	939
116	2	864
354	3	574
325	0	27
88	1	119
380	0	807
443	4	449
476	0	269
62	3	887
22	4	290
642	2	655
44	4	574
39	0	18
883	0	532
110	0	73
829	2	287
491	4	129
320	2	803
357	4	78
44	0	301
264	2	326
163	2	876
150	3	154
493	4	496
24	0	655
246	2	728
77	1	458
727	2	519
228	2	500
784	3	60
62	4	634
408	2	268
110	4	341
597	1	676
8	4	767
58	1	691
554	0	505
77	3	60
6	1	284
396	0	61
580	4	114
725	2	851
311	2	619
117	2	362
177	2	311
11	1	94
680	2	857
159	4	505
859	2	626
650	4	725
524	0	58
494	1	858
307	2	626
102	2	37
703	4	413
301	0	616
558	2	614
177	0	176
129	2	696
212	4	211
491	4	492
44	4	555
746	2	491
188	2	846
6	4	803
395	0	256
503	2	579
274	1	6
821	2	591
31	2	719
527	3	715
29	3	292
79	4	90
